6301010,6301,BUMI MAKMUR
6301020,6301,BATI - BATI
6301030,6301,TAMBANG ULANG
6301040,6301,KURAU
6301050,6301,TAKISUNG
6301060,6301,PELAIHARI
6301070,6301,BAJUIN
6301080,6301,BATU AMPAR
6301090,6301,JORONG
6301100,6301,KINTAP
6302010,6302,PULAU SEMBILAN
6302020,6302,PULAU LAUT BARAT
6302030,6302,PULAU LAUT SELATAN
6302040,6302,PULAU LAUT TIMUR
6302050,6302,PULAU SEBUKU
6302060,6302,PULAU LAUT UTARA
6302070,6302,KELUMPANG SELATAN
6302080,6302,KELUMPANG HULU
6302090,6302,KELUMPANG TENGAH
6302100,6302,KELUMPANG UTARA
6302110,6302,PAMUKAN SELATAN
6302120,6302,SAMPANAHAN
6302130,6302,PAMUKAN UTARA
6302140,6302,HAMPANG
6302150,6302,SUNGAI DURIAN
6302160,6302,PULAU LAUT TENGAH
6303010,6303,ALUH - ALUH
6303020,6303,BERUNTUNG BARU
6303030,6303,GAMBUT
6303040,6303,KERTAK HANYAR
6303050,6303,TATAH MAKMUR
6303060,6303,SUNGAI TABUK
6303070,6303,MARTAPURA
6303080,6303,MARTAPURA TIMUR
6303090,6303,MARTAPURA BARAT
6303100,6303,ASTAMBUL
6303110,6303,KARANG INTAN
6303120,6303,ARANIO
6303130,6303,SUNGAI PINANG
6303140,6303,PENGARON
6303150,6303,SIMPANG EMPAT
6303160,6303,TELAGA BAUNTUNG
6303170,6303,MATARAMAN
6304010,6304,TABUNGANEN
6304020,6304,TAMBAN
6304030,6304,MEKARSARI
6304040,6304,ANJIR MUARA
6304050,6304,ANJIR PASAR
6304060,6304,ALALAK
6304070,6304,MANDASTANA
6304080,6304,JEJANGKIT
6304090,6304,BELAWANG
6304100,6304,WANARAYA
6304110,6304,BARAMBAI
6304120,6304,RANTAU BADAUH
6304130,6304,CERBON
6304140,6304,BAKUMPAI
6304150,6304,MARABAHAN
6304160,6304,TABUKAN
6304170,6304,KURIPAN
6305010,6305,BINUANG
6305020,6305,HATUNGUN
6305030,6305,TAPIN SELATAN
6305040,6305,SALAM BABARIS
6305050,6305,TAPIN TENGAH
6305060,6305,BAKARANGAN
6305070,6305,LOKPAIKAT
6305080,6305,PIANI
6305090,6305,TAPIN UTARA
6305100,6305,CANDI LARAS SELATAN
6305110,6305,CANDI LARAS UTARA
6306010,6306,SUNGAI RAYA
6306020,6306,PADANG BATUNG
6306030,6306,TELAGA LANGSAT
6306040,6306,ANGKINANG
6306050,6306,KANDANGAN
6306060,6306,SIMPUR
6306070,6306,KALUMPANG
6306080,6306,DAHA SELATAN
6306090,6306,DAHA BARAT
6306100,6306,DAHA UTARA
6306110,6306,LOKSADO
6307010,6307,HARUYAN
6307020,6307,BATU BENAWA
6307030,6307,HANTAKAN
6307040,6307,BATANG ALAI SELATAN
6307050,6307,BATANG ALAI TIMUR
6307060,6307,BARABAI
6307070,6307,LABUAN AMAS SELATAN
6307080,6307,LABUAN AMAS UTARA
6307090,6307,PANDAWAN
6307100,6307,BATANG ALAI UTARA
6307110,6307,LIMPASU
6308010,6308,DANAU PANGGANG
6308020,6308,BABIRIK
6308030,6308,SUNGAI PANDAN
6308040,6308,SUNGAI TABUKAN
6308050,6308,AMUNTAI SELATAN
6308060,6308,AMUNTAI TENGAH
6308070,6308,BANJANG
6308080,6308,AMUNTAI UTARA
6308090,6308,HAUR GADING
6308100,6308,PAMINTANGAN
6309010,6309,BANUA LAWAS
6309020,6309,PUGAAN
6309030,6309,KELUA
6309040,6309,MUARA HARUS
6309050,6309,TAMIYAN LAYANG
6309060,6309,TANJUNG
6309070,6309,MURUNG PUDAK
6309080,6309,HARUAI
6309090,6309,BINTANG ARA
6309100,6309,UPAU
6309110,6309,MUARA UYA
6309120,6309,JARO
6310010,6310,BATU LICIN
6310020,6310,KUSAN HILIR
6310030,6310,SUNGAI LOBAN
6310040,6310,SATUI
6310050,6310,KUSAN HULU
6310060,6310,SIMPANG EMPAT
6310070,6310,KARANG BINTANG
6310080,6310,MANTEWE
6310090,6310,ANGSANA
6310100,6310,KURANJI
6311010,6311,LAMPIHONG
6311020,6311,BATU MANDI
6311030,6311,AWAYAN
6311040,6311,TEBING TINGGI
6311050,6311,PARINGIN
6311060,6311,PARINGIN SELATAN
6311070,6311,JUAI
6311080,6311,HALONG
6371010,6371,BANJARMASIN SELATAN
6371020,6371,BANJARMASIN TIMUR
6371030,6371,BANJARMASIN BARAT
6371040,6371,BANJARMASIN UTARA
6371050,6371,BANJARMASIN TENGAH
6372010,6372,LANDASAN ULIN
6372020,6372,LIANG ANGGANG
6372030,6372,CEMPAKA
6372040,6372,BANJARBARU UTARA
6372050,6372,BANJARBARU SELATAN
6401010,6401,BATU SOPANG
6401020,6401,MUARA SAMU
6401030,6401,BATU ENGAU
6401040,6401,TANAH GROGOT
6401050,6401,PASIR BELENGKONG
6401060,6401,KUARO
6401070,6401,LONG IKIS
6401080,6401,MUARA KOMAM
6401090,6401,LONG KALI
6401100,6401,TANJUNG HARAPAN
6402010,6402,BONGAN
6402020,6402,JEMPAYAN
6402030,6402,MUARA PAHU
6402040,6402,PENYINGGAHAN
6402050,6402,SILUQ NGURAI
6402060,6402,MUARA LAWA
6402070,6402,DAMAI
6402080,6402,BARONG TONGKOK
6402090,6402,MELAK
6402100,6402,SEKOLAQ DARAT
6402110,6402,MANGEQ KEDANG
6402120,6402,LINGGANG BIGUNG
6402130,6402,NYUATAN
6402140,6402,BENTIAN BESAR
6402150,6402,MOOK MANAAR BULATN
6402160,6402,TERING
6403010,6403,SEMBOJA
6403020,6403,MUARA JAWA
6403030,6403,SANGA-SANGA
6403040,6403,LOA JANAN
6403050,6403,LOA KULU
6403060,6403,TENGGARONG
6403070,6403,SEBULU
6403080,6403,KOTA BANGUN
6403090,6403,KENOHAN
6403100,6403,KEMBANG JANGGUT
6403110,6403,TABANG
6403120,6403,MUARA KAMAN
6403130,6403,ANGGANA
6403140,6403,MUARA BADAK
6403150,6403,MARANG KAYU
6403160,6403,TENGGARONG SEBERANG
6403170,6403,MUARA WIS
6404010,6404,MUARA ANCALONG
6404020,6404,MUARA BENGKAL
6404030,6404,MUARA WAHAU
6404040,6404,TELEN
6404050,6404,KONGBENG
6404060,6404,BENGALON
6404070,6404,SANGATTA UTARA
6404080,6404,SANGATTA SELATAN
6404090,6404,TELUK PANDAN
6404100,6404,RANTAU PULUNG
6404110,6404,SANGKULIRANG
6404120,6404,KALIORANG
6404130,6404,SANDARAN
6404140,6404,KAUBUN
6404150,6404,KARANGAN
6404160,6404,BUSANG
6404170,6404,LONG MESANGAT
6404180,6404,BATU AMPAR
6405010,6405,KELAY
6405020,6405,TALISAYAN
6405030,6405,TABALAR
6405040,6405,BIDUK-BIDUK
6405050,6405,PULAU DERAWAN
6405060,6405,MARATUA
6405070,6405,SAMBALIUNG
6405080,6405,TANJUNG REDEB
6405090,6405,GUNUNG TABUR
6405100,6405,SEGAH
6405110,6405,TELUK BAYUR
6405120,6405,BATU PUTIH
6405130,6405,BIATAN
6409010,6409,PENAJAM
6409020,6409,WARU
6409030,6409,BABULU
6409040,6409,SEPAKU
6411010,6411,LONG APARI
6411020,6411,LONG PAHANGAI
6411030,6411,LONG BAGUN
6411040,6411,LAHAM
6411050,6411,LONG HUBUNG
6471010,6471,BALIKPAPAN SELATAN
6471020,6471,BALIKPAPAN TIMUR
6471030,6471,BALIKPAPAN UTARA
6471040,6471,BALIKPAPAN TENGAH
6471050,6471,BALIKPAPAN BARAT
6471060,6471,BALIKPAPAN KOTA
6472010,6472,PALARAN
6472020,6472,SAMARINDA SEBERANG
6472030,6472,SAMARINDA ULU
6472040,6472,SAMARINDA ILIR
6472050,6472,SAMARINDA UTARA
6472060,6472,SUNGAI KUNJANG
6472070,6472,SAMBUTA
6472080,6472,SUNGAI PINANG
6472090,6472,SAMARINDA KOTA
6472100,6472,LOA JANAN ILIR
6474010,6474,BONTANG UTARA
6474020,6474,BONTANG SELATAN
6474030,6474,BONTANG BARAT
6501010,6501,KRAYAN
6501020,6501,KRAYAN SELATAN
6501030,6501,KRAYAN TENGAH
6501040,6501,KRAYAN BARAT
6501050,6501,KRAYAN TIMUR
6501060,6501,LUMBIS
6501070,6501,LUMBIS OGONG
6501080,6501,SEBUKU
6501090,6501,SEMBAKUNG
6501100,6501,SEMBAKUNG ATULAI
6501110,6501,NUNUKAN
6501120,6501,NUNUKAN SELATAN
6501130,6501,SEBATIK
6501140,6501,SEBATIK BARAT
6501150,6501,SEBATIK TIMUR
6501160,6501,SEBATIK UTARA
6501170,6501,SEBATIK TENGAH
6502010,6502,SUNGAI BOH
6502020,6502,KAYAN SELATAN
6502030,6502,KAYAN HULU
6502040,6502,KAYAN HILIR
6502050,6502,PUJUNGAN
6502060,6502,BAHAU HULU
6502070,6502,MALINAU SELATAN
6502080,6502,MALINAU SELATAN BARAT
6502090,6502,MALINAU SELATAN HILIR
6502100,6502,MENTARANG
6502110,6502,MENTARANG HULU
6502120,6502,MALINAU UTARA
6502130,6502,MALINAU BARAT
6502140,6502,MALINAU KOTA
6502150,6502,SUNGAI TUBU
6503010,6503,PESO
6503020,6503,PESO HILIR
6503030,6503,TANJUNG PALAS BARAT
6503040,6503,TANJUNG PALAS
6503050,6503,TANJUNG SELOR
6503060,6503,TANJUNG PALAS TIMUR
6503070,6503,TANJUNG PALAS TENGAH
6503080,6503,TANJUNG PALAS UTARA
6503090,6503,SEKATAK
6503100,6503,BUNYU
6504010,6504,SESAYAP
6504020,6504,SESAYAP HILIR
6504030,6504,BETAYAU
6504040,6504,MURUK RIAN
6504050,6504,TANA LIA
6571010,6571,TARAKAN BARAT
6571020,6571,TARAKAN TENGAH
6571030,6571,TARAKAN TIMUR
6571040,6571,TARAKAN UTARA
7101010,7101,SANGKUB
7101020,7101,BINTAUNA
7101030,7101,BOLANGITANG TIMUR
7101040,7101,BOLANGITANG BARAT
7101050,7101,KAI DUNDI
7101060,7101,PINOGALUMAN
7102010,7102,MODAYAG
7102020,7102,MODAYAG BARAT
7102030,7102,KOTABUNAN
7102040,7102,NUANGAN
7102050,7102,TUTUYAN
7103010,7103,POSIGADAN
7103020,7103,BOLAANG UKI
7103030,7103,PINOLOSIAN
7103040,7103,PINOLOSIAN TENGAH
7103050,7103,PINOLOSIAN TIMUR
7104010,7104,DUMOGA BARAT
7104020,7104,DUMOGA UTARA
7104030,7104,DUMOGA TIMUR
7104040,7104,LOLAYAN
7104050,7104,PASSOP
7104060,7104,POIGAR
7104070,7104,BOLAANG
7104080,7104,LOLAK
7104090,7104,SANGTOMBOLANG
7105010,7105,LANGOWAN BARAT
7105020,7105,LANGOWAN TIMUR
7105030,7105,LANGOWAN SELATAN
7105040,7105,LANGOWAN UTARA
7105050,7105,TOMPASO
7105060,7105,TOMPASO BARAT
7105070,7105,KAWANGKOAN
7105080,7105,KAWANGKOAN BARAT
7105090,7105,KAWANGKOAN UTARA
7105100,7105,SONDER
7105110,7105,REMBOKEN
7105120,7105,KAKAS
7105130,7105,KAKAS BARAT
7105140,7105,LEMBEAN TIMUR
7105150,7105,ERIS
7105160,7105,KOMBI
7105170,7105,TONDANO TIMUR
7105180,7105,TONDANO BARAT
7105190,7105,TONDANO SELATAN
7105200,7105,TONDANO UTARA
7105210,7105,PINELENG
7105220,7105,TOMBULU
7105230,7105,MANDOLANG
7106010,7106,MANGANITU SELATAN
7106020,7106,TATOARENG
7106030,7106,TAMAKO
7106040,7106,TABUKAN SELATAN
7106050,7106,TABUKAN TENGAH
7106060,7106,TABUKAN UTARA
7106070,7106,MANGANITU
7106080,7106,TAHUNA
7106090,7106,TAHUNA BARAT
7106100,7106,TAHUNA TIMUR
7106110,7106,KENDAHE
7106120,7106,NUSA TABUKAN
7106130,7106,MARORE
7107010,7107,KABARUAN
7107020,7107,DAMAU
7107030,7107,SALIBABU
7107040,7107,KALONGAN
7107050,7107,LIRUNG
7107060,7107,MELONGUANE
7107070,7107,MELONGUANE TIMUR
7107080,7107,RAINIS
7107090,7107,BEO
7107100,7107,BEO UTARA
7107110,7107,BEO SELATAN
7107120,7107,ESSANG
7107130,7107,ESSANG SELATAN
7107140,7107,GEMEHK
7107150,7107,NANUSA
7107160,7107,MIANGAS
7108010,7108,BIARO
7108020,7108,TAGULANDANG SELATAN
7108030,7108,TAGULANDANG
7108040,7108,TAGULANDANG UTARA
7108050,7108,SIAU BARAT SELATAN
7108060,7108,SIAU TIMUR SELATAN
7108070,7108,SIAU BARAT
7108080,7108,SIAU TENGAH
7108090,7108,SIAU TIMUR
7108100,7108,SIAU BARAT UTARA
7171010,7171,MALALAYANG
7171020,7171,SARIO
7171030,7171,WANEA
7171040,7171,WENANG
7171050,7171,TIKALA
7171060,7171,PAAL DUA
7171070,7171,MAPANGET
7171080,7171,SINGKIL
7171090,7171,TUMINTING
7171100,7171,BUNAKEN
7171110,7171,BUNAKEN KEPULAUAN
7172010,7172,LEMBEH SELATAN
7172020,7172,LEMBEH UTARA
7172030,7172,AERMADIDI
7172040,7172,MADIDIR
7172050,7172,GIRIAN
7172060,7172,MATUARI
7172070,7172,RANOWULU
7173010,7173,TOMOHON SELATAN
7173020,7173,TOMOHON TENGAH
7173030,7173,TOMOHON BARAT
7173040,7173,TOMOHON TIMUR
7173050,7173,TOMOHON UTARA
7174010,7174,KOTAMOBAGU SELATAN
7174020,7174,KOTAMOBAGU TIMUR
7174030,7174,KOTAMOBAGU BARAT
7174040,7174,KOTAMOBAGU UTARA
7501010,7501,BATUDAA PANTAI
7501020,7501,BILUHU
7501030,7501,BATUDAA
7501040,7501,TABONGO
7501050,7501,DUNGALIYO
7501060,7501,BONGOMEME
7501070,7501,PULUBALA
7501080,7501,BOLIYOHUTO
7501090,7501,MOOTILANGO
7501100,7501,TOLANGOHULA
7501110,7501,ASPARAGA
7501120,7501,BILATO
7501130,7501,LIMBOTO
7501140,7501,LIMBOTO BARAT
7501150,7501,TELAGA
7501160,7501,TELAGA BIRU
7501170,7501,TALAGA JAYA
7501180,7501,TILANGO
7501190,7501,TIBAWA
7502010,7502,LEMITO
7502020,7502,POPAYATO
7502030,7502,POPAYATO TIMUR
7502040,7502,POPAYATO BARAT
7502050,7502,WANGGARASI
7502060,7502,MARISA
7502070,7502,PATILANGGIO
7502080,7502,BUNTULIA
7502090,7502,DUHIADAA
7502100,7502,RANDANGAN
7502110,7502,PAGUAT
7502120,7502,DENGILO
7503010,7503,BONEPANTAI
7503020,7503,KABILA BONE
7503030,7503,BONE
7503040,7503,BONE RAYA
7503050,7503,BULANGO SELATAN
7503060,7503,BULANGO TIMUR
7503070,7503,BULANGO UTARA
7503080,7503,BULANGO ULU
7503090,7503,TAPA
7503100,7503,BULANGO
7503110,7503,KABILA
7503120,7503,BOTUPINGGE
7503130,7503,TILONGKABILA
7503140,7503,SUWAWA
7503150,7503,SUWAWA SELATAN
7503160,7503,SUWAWA TIMUR
7503170,7503,SUWAWA TENGAH
7504010,7504,MANANGGU
7504020,7504,TILAMUTA
7504030,7504,DULUPI
7504040,7504,BOTUMOITO
7504050,7504,PAGUYAMAN
7504060,7504,PAGUYAMAN PANTAI
7504070,7504,WONOSARI
7505010,7505,ATINGGOLA
7505020,7505,GENTUMA RAYA
7505030,7505,KWANDANG
7505040,7505,TOMILITO
7505050,7505,PONELO KEPULAUAN
7505060,7505,ANGGREK
7505070,7505,MONANO
7505080,7505,SUMALATA
7505090,7505,SUMALATA TIMUR
7505100,7505,TOLINGGULA
7505110,7505,BIAU
7571010,7571,KOTA BARAT
7571020,7571,DUNGINGI
7571030,7571,KOTA SELATAN
7571040,7571,KOTA TIMUR
7571050,7571,HULONTHALANGI
7571060,7571,DUMBO RAYA
7571070,7571,KOTA UTARA
7571080,7571,KOTA TENGAH
7571090,7571,SIPATANA
7201010,7201,BATUI
